SampleGroup,RNASeq1,RNAseq2,Value
ER+,ATP5C1_1,CAPZB_1,-0.0384136143658548
ER+,HNRNPC_1,ATP5E_1,-0.0383117931794036
ER+,PARP2_1,ATP5E_1,0.0382748613439598
ER+,PRDX5_1,PQBP1_1,-0.0381591105227754
ER+,EPN1_1,YWHAE_1,-0.0381062798353417
ER+,APEX1_1,ARPC3_1,0.038020760784927
ER+,UQCRH_1,RARS_1,-0.0378992374625789
ER+,FTH1_1,CWC15_1,-0.0378615078052717
ER+,P2RX5_1,PRDX1_1,-0.0378311514306969
ER+,KARS_1,UQCRQ_1,-0.0377932939338959
ER+,SNRPD2_1,ATP5G2_1,-0.037775828292387
ER+,GAPDH_1,GARS_1,-0.0376753016668865
ER+,HNRNPC_1,ARPC2_1,-0.0375025834397466
ER+,SHFM1_1,AP1S1_1,-0.0372627338358349
ER+,HNRNPU_1,SDHC_1,0.037255492687313
ER+,HNRNPU_1,TOMM7_1,-0.0371547046659
ER+,ATP5J_1,AP1S1_1,-0.0369866284830037
ER+,HNRNPC_1,PARP2_1,-0.0366934757620678
ER+,EIF6_1,PRDX1_1,-0.0363505892895045
ER+,RBBP4_1,ALDOA_1,0.0360885182771999
ER+,ATP5J2_1,ATP5H_1,-0.035803524343343
ER+,ECH1_1,SNRNP70_1,-0.0357592470767682
ER+,PRDX1_1,CDC34_1,-0.0355710275742489
ER+,TAF9_1,RIOK2_1,-0.0355002007087161
ER+,HNRNPU_1,WARS_1,-0.0354494780466317
ER+,COX4I1_1,PRDX1_1,-0.0353673394390519
ER+,ATIC_1,CAPZB_1,-0.0353584712456303
ER+,TCOF1_1,AP1S1_1,-0.0348868210253305
ER+,HSD17B10_1,CDC34_1,-0.0348779612410644
ER+,QARS_1,ACTR3_1,0.0346321438430519
ER+,NPRL2_1,SDHC_1,-0.0346263520438637
ER+,ARPC3_1,HIBADH_1,-0.0345854747164877
ER+,APEX1_1,SDHC_1,-0.0345329220149751
ER+,COX4I1_1,HSD17B10_1,-0.0345025527927841
ER+,PIGY_1,SH3GL1_1,0.0344845645271004
ER+,HSPA9_1,EIF6_1,-0.0343917232786941
ER+,HNRNPK_1,TRA2B_1,-0.034385282975333
ER+,TRA2A_1,TOMM7_1,-0.0343731166193361
ER+,TAF9_1,RAD23A_1,-0.0342882531840519
ER+,TAF9_1,COX6B1_1,0.0342668225030759
ER+,CAPZB_1,TBL3_1,-0.0342523278014605
ER+,SNRPD2_1,RNF7_1,-0.0340436599629407
ER+,PQBP1_1,ARHGDIA_1,-0.0339137245317474
ER+,FTH1_1,TRA2A_1,-0.0337474578941669
ER+,PIGY_1,FUNDC1_1,-0.0337110435068837
ER+,HSD17B10_1,GEMIN7_1,-0.0336739289851509
ER+,GEMIN7_1,TRA2A_1,-0.0336079267856272
ER+,COX4I1_1,HSPA9_1,-0.0334716457050365
ER+,GEMIN7_1,RNASEH2C_1,-0.0334357357956609
ER+,RIOK2_1,QARS_1,-0.0334259488583412
ER+,EPN1_1,SDHC_1,-0.033298213296264
ER+,HNRNPK_1,ATP5C1_1,0.033240550788838
ER+,UQCRC1_1,SOD1_1,-0.0332311990853874
ER+,DKC1_1,UQCR10_1,-0.0332182598261045
ER+,FARSB_1,BUD31_1,-0.0330792777180472
ER+,EIF5B_1,PGK1_1,-0.0328731774878482
ER+,ARPC3_1,RAD23A_1,-0.0327882721217149
ER+,ECH1_1,ACTR3_1,0.0327097399550553
ER+,COX7C_1,ARHGDIA_1,-0.0326300998737529
ER+,P2RX5_1,UBE2L3_1,-0.0326176417720057
ER+,ATP5B_1,SH3GL1_1,0.0325593489661914
ER+,EIF2S3_1,COX5A_1,-0.0323057508591133
ER+,FARSB_1,RNASEH2C_1,-0.0318918676593535
ER+,HSPD1_1,GARS_1,-0.0317635839065284
ER+,SNRPD2_1,EIF3C_1,0.0317607107402725
ER+,FARSB_1,HSD17B10_1,-0.0317506361914443
ER+,EIF5B_1,COX7B_1,-0.0317003423995524
ER+,ATP5E_1,DYNLL1_1,0.0313985711500298
ER+,UQCRC1_1,AP1S1_1,-0.03129699418733
ER+,COX6B1_1,PQBP1_1,-0.0312250532587035
ER+,TXNL4A_1,EIF3C_1,-0.0311927739692237
ER+,TAF9_1,ATP5H_1,0.0311670055292852
ER+,SHFM1_1,SOD1_1,-0.0311432677947837
ER+,PABPN1_1,UQCRC2_1,-0.0310720181722499
ER+,EIF2S3_1,YWHAE_1,-0.0305736605020893
ER+,GAPDH_1,TXNL4A_1,-0.0305677477742257
ER+,FARSB_1,ATP5J2_1,-0.03039314281857
ER+,ATP5J_1,FIS1_1,-0.030042005494671
ER+,BUD31_1,GEMIN7_1,-0.0300136769562515
ER+,NARS_1,ARPC3_1,-0.0299667336019197
ER+,ATP5G2_1,EPN1_1,-0.0298190774554921
ER+,COX4I1_1,EIF3C_1,-0.0297239473080053
ER+,RIOK2_1,EMG1_1,0.0297043414354828
ER+,EPN1_1,CWC15_1,-0.0296230148822676
ER+,RIOK2_1,EXOSC2_1,-0.0295274034058728
ER+,SNRPA_1,ATP5G2_1,-0.0294463626888629
ER+,COX4I1_1,UBE2L3_1,-0.0294262155376142
ER+,PQBP1_1,ATP5H_1,-0.0294222257280703
ER+,EIF5B_1,EMG1_1,-0.0294082271142847
ER+,HSD17B10_1,PEX13_1,-0.0293943899063071
ER+,BUD31_1,NAPA_1,-0.0292352280746576
ER+,EIF2S3_1,EIF1AX_1,-0.029076164141786
ER+,TAF9_1,SF3B5_1,0.0287993940527225
ER+,PGK1_1,CAPZB_1,-0.0286861604781399
ER+,AP1S1_1,GPI_1,-0.0285932923103173
ER+,ATP5C1_1,MPV17L2_1,-0.0285321237094786
ER+,PIGY_1,ATP5H_1,-0.0285056479389106
ER+,EIF1_1,NAPA_1,-0.0284542422896066
ER+,P2RX5_1,ARPC1A_1,-0.0283009361927717
ER+,TXNL4A_1,YWHAE_1,-0.0282775688984804
ER+,RARS_1,ELK1_1,-0.028276968033944
ER+,TAF9_1,ETF1_1,0.0282230639713936
ER+,CAPZB_1,GARS_1,-0.0280438621596323
ER+,GAPDH_1,CWC15_1,-0.0280277881839865
ER+,SNRPA_1,ATP5J_1,-0.0278251976698358
ER+,HNRNPA1_1,EIF6_1,0.0277161514485201
ER+,ATP5A1_1,FTL_1,-0.0276110521929933
ER+,EXOSC2_1,ARF5_1,0.0275919730249601
ER+,UBE2D2_1,COX6A1_1,-0.0275580339990278
ER+,UBE2D2_1,PRDX1_1,-0.0275299468953087
ER+,FARSB_1,UBE2L3_1,-0.0274918890205767
ER+,APEX1_1,EIF1_1,-0.0274572904601817
ER+,HSP90B1_1,EIF3CL_1,-0.0274307639412839
ER+,UQCR10_1,GPI_1,-0.0274039964805138
ER+,EIF3CL_1,YWHAE_1,-0.0272538965415592
ER+,SNRPA_1,TBL3_1,0.0271806551074729
ER+,EIF5B_1,CAPZB_1,0.0271563985121079
ER+,COX4I1_1,ATP5J2_1,-0.027141446048221
ER+,EIF1_1,TAF10_1,0.0271140578647543
ER+,UBE2L3_1,PEX13_1,-0.0270893615680518
ER+,SNRPA_1,EIF3CL_1,0.0270875181752251
ER+,PABPN1_1,TRA2B_1,-0.0270728006889739
ER+,EPN1_1,GEMIN7_1,-0.027022764129513
ER+,ATP5B_1,TRA2B_1,-0.0269856293277555
ER+,EIF5B_1,UQCRQ_1,-0.026860388010953
ER+,AP1S1_1,TRA2A_1,-0.0266967780611488
ER+,UBE2D2_1,SNRPA_1,-0.0266430789211355
ER+,EIF6_1,COX5B_1,-0.0266230962814107
ER+,THOC7_1,MCAT_1,0.0265815162322711
ER+,GEMIN7_1,PRDX1_1,-0.0265355016110635
ER+,TAF9_1,CHMP4B_1,-0.0264089038054958
ER+,PRDX5_1,CDC34_1,-0.0263937220730457
ER+,ATP5A1_1,SF3B5_1,0.0263860472107143
ER+,FTH1_1,TRA2B_1,0.0263065453941525
ER+,GAPDH_1,ATP5G2_1,-0.0262530190819717
ER+,STUB1_1,SNRPD3_1,-0.0262490366344203
ER+,TRA2B_1,RIOK2_1,-0.0262442511551932
ER+,PARP2_1,SNRPD2_1,-0.026154382070509
ER+,ATP5C1_1,FUNDC1_1,-0.0260068583226064
ER+,UQCRFS1_1,UQCRC2_1,-0.0259134376020592
ER+,TUBA1B_1,AP1S1_1,-0.0258981499427732
ER+,SNRPD2_1,YWHAE_1,0.025679434273155
ER+,ATG12_1,TRA2A_1,-0.0255616222865065
ER+,P2RX5_1,ARHGDIA_1,-0.0255113363384118
ER+,SNRPG_1,AP1S1_1,-0.025507283015043
ER+,HSPA9_1,UQCR10_1,-0.0254179598699425
ER+,HNRNPC_1,YARS_1,-0.0252611100545268
ER+,SNRPA_1,COX7A2L_1,-0.0252185746373722
ER+,TXNL4A_1,NAPA_1,-0.0252084715082802
ER+,ARHGDIA_1,EIF3C_1,-0.0251957244202858
ER+,PRDX5_1,CWC15_1,-0.0250075068567111
ER+,HSD17B10_1,EIF6_1,-0.0248662892986639
ER+,SNRPA_1,SOD1_1,0.0248029210088577
ER+,UQCRC2_1,NOP56_1,-0.0247065852900351
ER+,FTH1_1,FUCA2_1,-0.0246459492622718
ER+,COX5A_1,TBL3_1,-0.0246318651670227
ER+,CIRH1A_1,TOMM7_1,0.024549597754169
ER+,PABPN1_1,ECH1_1,0.0245451826654574
ER+,UBE2D2_1,NOP56_1,-0.0244511419981038
ER+,ATP5J2_1,ARHGDIA_1,-0.02442193156882
ER+,CHMP4B_1,EIF3C_1,-0.0242634174773666
ER+,MPV17L2_1,GEMIN8_1,-0.0242474964227698
ER+,HSP90B1_1,UQCRC2_1,-0.024235074674321
ER+,HNRNPK_1,TXNL4A_1,0.0242260751046114
ER+,EIF5B_1,UBE2D2_1,0.0241692028723353
ER+,QARS_1,FUNDC1_1,-0.0241531873397616
ER+,WARS_1,SDHC_1,-0.0240228993285517
ER+,HNRNPC_1,UQCR10_1,-0.0240052340762611
ER+,APEX1_1,HNRNPA1_1,-0.0239640053420282
ER+,SNRPD1_1,UBE2D2_1,-0.0239636173867902
ER+,RNF7_1,VAMP8_1,-0.0237846417848329
ER+,UQCRB_1,EIF1_1,-0.0236674422975233
ER+,AP1S1_1,ELK1_1,-0.0236103319341543
ER+,ATP5O_1,ALDOA_1,0.0235084452218962
ER+,EHD1_1,CWC15_1,-0.0234468998191165
ER+,SNRPG_1,SOD1_1,-0.0233161517951975
ER+,ARF5_1,PQBP1_1,-0.0232089438730797
ER+,TXNL4A_1,DKC1_1,-0.0231893296191888
ER+,EIF2S3_1,ATP5G2_1,-0.0231876190425672
ER+,ATP5C1_1,EIF6_1,-0.0231035332287875
ER+,FTL_1,VAMP8_1,-0.0230535907432025
ER+,GEMIN7_1,CNOT3_1,-0.023012260621941
ER+,TUBA1B_1,PCBP1_1,-0.0229640772558982
ER+,UQCRFS1_1,PGK1_1,-0.0227264046336888
ER+,HSPA9_1,UQCRFS1_1,-0.0226525112912149
ER+,ARPC2_1,VAMP8_1,-0.0223626320961964
ER+,SOD1_1,COX6A1_1,-0.0223552954734723
ER+,WARS_1,TRA2A_1,-0.022316007909095
ER+,GAPDH_1,FIS1_1,-0.0222821307701905
ER+,COX7B_1,GARS_1,-0.0220572269866407
ER+,ATP5C1_1,SOD1_1,-0.0219978435700129
ER+,HSP90B1_1,MPV17L2_1,-0.0219160243261321
ER+,ATP5E_1,RARS_1,-0.0219029187571117
ER+,BUD31_1,AP1S1_1,-0.0218955736954935
ER+,SNRPD2_1,EIF1_1,-0.0218825252258157
ER+,HSPA9_1,SH3GL1_1,0.0217918136930923
ER+,HNRNPC_1,COX7C_1,0.0217796484280818
ER+,COX5B_1,CDC34_1,-0.0216115086794757
ER+,GEMIN7_1,ELK1_1,-0.0215943061140718
ER+,ARPC3_1,FIS1_1,-0.0213835073443329
ER+,TRA2B_1,ATP5G3_1,0.0213753285501174
ER+,EIF5B_1,P2RX5_1,0.0211827684902861
ER+,GARS_1,EIF3C_1,-0.0211179386434112
ER+,ATP5G2_1,CNOT3_1,0.0210989115961173
ER+,HNRNPC_1,RIOK2_1,-0.0210191833931277
ER+,EIF3CL_1,CHMP4B_1,-0.0210123788186892
ER+,COX4I1_1,UQCRH_1,-0.0210047548647682
ER+,HSPD1_1,PDHA1_1,-0.0208500180395132
ER+,SNRPD1_1,PIGY_1,-0.0208100414568323
ER+,ATP5C1_1,CIRH1A_1,0.0206992709149952
ER+,ALDOA_1,COX7A2L_1,0.020646809649811
ER+,UBE2L3_1,GEMIN7_1,-0.0205598518454173
ER+,UQCR10_1,PRDX1_1,-0.0205508959924415
ER+,BUD31_1,EIF6_1,-0.0205392144361178
ER+,FTL_1,UQCRQ_1,-0.0205078843487971
ER+,APEX1_1,UQCRQ_1,0.0204537056305581
ER+,COX5A_1,RNASEH2C_1,-0.0201399104608082
ER+,WIPI2_1,RAD23A_1,-0.0201095526790202
ER+,GAPDH_1,SNRPD2_1,0.0200944875586052
ER+,UQCRC2_1,COX5B_1,-0.0199510820303042
ER+,MPV17L2_1,NAPA_1,-0.0198377769296686
ER+,RNF7_1,COX6A1_1,-0.0195507547488944
ER+,PCBP1_1,NOP10_1,-0.0195057473345198
ER+,PARP2_1,GGPS1_1,0.0194852772973728
ER+,ATIC_1,ATP5G3_1,-0.0194801567794777
ER+,EIF1AX_1,SF3B5_1,-0.0193607157695747
ER+,PDHA1_1,PEX13_1,-0.0193096013181952
ER+,UBE2L3_1,CDC34_1,-0.0192973702391863
ER+,PABPN1_1,UQCRC1_1,0.0192472052526771
ER+,ARF5_1,CD63_1,-0.0191948257472604
ER+,EIF1AX_1,ARF5_1,-0.0191777944857242
ER+,GEMIN8_1,YWHAE_1,-0.019077196651527
ER+,GEMIN7_1,COX5B_1,-0.0190755101348538
ER+,UQCRFS1_1,PRDX1_1,-0.0190053503877187
ER+,GEMIN8_1,ARHGDIA_1,-0.0189723078857244
ER+,GEMIN7_1,PRPF31_1,-0.0188872452904144
ER+,UBE2D2_1,CAPZB_1,-0.0187250917097627
ER+,FUCA2_1,EIF1_1,-0.0187207362971179
ER+,UQCRFS1_1,UQCRC1_1,-0.0186525570541313
ER+,HNRNPK_1,EIF5B_1,-0.0186464699531803
ER+,HNRNPC_1,SHFM1_1,-0.0186457634680086
ER+,TRA2B_1,COX6A1_1,0.0185936192786621
ER+,SNRPD2_1,UQCRH_1,-0.0185115624379625
ER+,ATP5A1_1,DDX42_1,-0.0184147625237809
ER+,PARP2_1,ARPC3_1,-0.018357453641095
ER+,HNRNPC_1,PABPN1_1,0.0182526437624197
ER+,GARS_1,PEX13_1,-0.018173609647011
ER+,HSPD1_1,EIF1AX_1,-0.0181213500219897
ER+,ARPC3_1,CNOT3_1,0.0181126317392655
ER+,HNRNPC_1,TUBA1C_1,-0.0179982702629237
ER+,SNRPA_1,UQCRB_1,0.0179326623110921
ER+,GARS_1,COX6A1_1,-0.0179259670585252
ER+,ATP5A1_1,ATP5B_1,-0.0178644815866894
ER+,ECH1_1,COX7A2L_1,-0.0178457541834205
ER+,UBE2D2_1,EIF1_1,-0.0177355288357881
ER+,ALDOA_1,NOP58_1,-0.0177203644804865
ER+,HSP90B1_1,SNRPA_1,0.0177157741958272
ER+,PDHA1_1,MPV17L2_1,-0.0176925568865503
ER+,COX5A_1,VAMP8_1,-0.0176196482787811
ER+,PDHA1_1,CWC15_1,-0.0176055352937535
ER+,HNRNPA1_1,FARSB_1,0.0175381152482168
ER+,PDHA1_1,YWHAE_1,-0.0174448987386205
ER+,KARS_1,CIRH1A_1,-0.0173483963985235
ER+,TRA2A_1,CNOT3_1,-0.0173378116386144
ER+,ATP5G3_1,UQCRQ_1,-0.0171593063607174
ER+,HNRNPC_1,ATP5H_1,-0.0171444592675629
ER+,TRA2B_1,GEMIN8_1,0.0171117711529361
ER+,TRA2B_1,FUNDC1_1,0.0170678664371711
ER+,HNRNPK_1,CDC34_1,0.0170641317228875
ER+,UBE2M_1,CWC15_1,-0.0170423727779298
ER+,ATP5E_1,ATP5L_1,-0.0169432656762003
ER+,ARPC5L_1,GARS_1,-0.0168030921162297
ER+,RAD23A_1,TAF10_1,-0.0166779256145618
ER+,HNRNPC_1,ATP5B_1,-0.0166256910609453
ER+,UQCRC2_1,ATP5H_1,-0.0165838617805839
ER+,PARP2_1,EIF5B_1,0.0165689258325054
ER+,KARS_1,SH3GL1_1,0.0165123273435659
ER+,ATP5C1_1,PEX13_1,-0.0164805358220746
ER+,EIF3CL_1,RAD23A_1,-0.0163687287558534
ER+,HNRNPA3_1,SNRPD2_1,0.0163320981235387
ER+,ECH1_1,UBE2L3_1,-0.0163180535461844
ER+,NOP56_1,ATIC_1,-0.0163162237056336
ER+,HSP90B1_1,ARPC5L_1,-0.0163145238616788
ER+,SHFM1_1,TAF10_1,0.0162732748356553
ER+,TRA2B_1,ARPC5L_1,0.0162015357847037
ER+,RNF7_1,UQCRQ_1,-0.0161980683784371
ER+,PABPN1_1,ATP5G3_1,-0.0160592989706565
ER+,SF3B2_1,UQCRQ_1,-0.0159268719253496
ER+,EIF1_1,CWC15_1,-0.015873114863938
ER+,PARP2_1,GARS_1,0.01584217220589
ER+,QARS_1,SNRNP70_1,-0.0157207158046884
ER+,UQCRQ_1,SNRPD3_1,-0.015574239654516
ER+,TRA2B_1,SHFM1_1,0.0153368610885766
ER+,PRDX1_1,TAF10_1,0.0152997239523298
ER+,UQCR10_1,ELK1_1,-0.0150913778910511
ER+,UQCRFS1_1,TCOF1_1,-0.0150473931392375
ER+,HSP90B1_1,YWHAE_1,-0.0149467228409414
ER+,TRA2B_1,CAPZB_1,0.0148875390996606
ER+,EIF2S3_1,PEX13_1,-0.0147281137634544
ER+,SDHB_1,VAMP8_1,-0.0146059013815604
ER+,TUBA1B_1,ATIC_1,-0.0145692333558605
ER+,APEX1_1,AP1S1_1,-0.0145370826549127
ER+,EXOSC2_1,SNRNP70_1,-0.0144971020080307
ER+,RNASEH2C_1,CWC15_1,-0.0144958641336016
ER+,SNRPA_1,NOP56_1,0.0144572970264269
ER+,ALDOA_1,EIF1_1,-0.0144324514961795
ER+,ATP5J2_1,EIF6_1,-0.0143899921235287
ER+,EXOSC2_1,ACTR3_1,0.0143889680641568
ER+,ATIC_1,EIF3C_1,-0.014372982355386
ER+,TXNL4A_1,UQCRH_1,-0.0143033498900978
ER+,SDHC_1,GPI_1,-0.014222442601149
ER+,DDX42_1,ATP5G2_1,-0.0141844548815756
ER+,GAPDH_1,HNRNPK_1,0.014163496116132
ER+,ATP5A1_1,TOMM7_1,0.0141288681774361
ER+,TBL3_1,TAF10_1,0.0141199065144545
ER+,FARSB_1,HSPD1_1,-0.0139893886396074
ER+,AP1S1_1,TBL3_1,-0.013877415426441
ER+,UQCRFS1_1,DKC1_1,-0.0137459826802336
ER+,WARS_1,VAMP8_1,-0.0136974405089616
ER+,EIF3I_1,TRA2B_1,0.0136407838382451
ER+,PGK1_1,PEX13_1,-0.0136273995787693
ER+,ATG12_1,ELK1_1,0.0136059646961769
ER+,FIS1_1,CWC15_1,-0.0136037884627327
ER+,UBA1_1,SH3GL1_1,0.0135680592460293
ER+,HSPD1_1,SOD1_1,-0.0135581636244111
ER+,UBE2L3_1,EIF6_1,-0.0134856956577922
ER+,EIF2S3_1,TAF10_1,0.0134768105649443
ER+,UQCRFS1_1,SNRPA_1,-0.0134681908947817
ER+,NAPA_1,TAF10_1,0.013435165973659
ER+,RIOK2_1,EHD1_1,0.0133624938195378
ER+,PDHA1_1,P2RX5_1,-0.0132783598310543
ER+,UQCRC2_1,ATP5J2_1,-0.0132623857618726
ER+,TRA2B_1,GEMIN7_1,0.0132622158979674
ER+,FTH1_1,UBE2M_1,0.0131409471847734
ER+,AP1S1_1,VAMP8_1,0.0131385788729944
ER+,SOD1_1,RNASEH2C_1,-0.013101379542827
ER+,FTH1_1,WARS_1,-0.0130957469299338
ER+,ATP5E_1,HIBADH_1,-0.0130191461732497
ER+,FTH1_1,SNRPA_1,0.0129548500646406
ER+,MPV17L2_1,YWHAE_1,-0.0129281521921152
ER+,UQCRH_1,EIF6_1,-0.0129102894955144
ER+,SNRPD2_1,COX5B_1,0.0127700175928337
ER+,ARPC5L_1,CWC15_1,-0.0127173670696657
ER+,UQCR10_1,FUNDC1_1,-0.0127054962670288
ER+,MPV17L2_1,EIF6_1,-0.0126674692527148
ER+,UBE2D2_1,UBE2L3_1,-0.0126591439750264
ER+,TCOF1_1,UQCRQ_1,-0.0125371512119878
ER+,SNRPD1_1,ATP5O_1,0.0124384096449884
ER+,EIF3CL_1,MPV17L2_1,-0.0124174891012884
ER+,SNRPD2_1,HSD17B10_1,0.0124126622610055
ER+,EXOSC2_1,FUNDC1_1,-0.0123139742438268
ER+,P2RX5_1,FIS1_1,-0.0122477118662447
ER+,TRA2B_1,COX5B_1,0.0122108654879793
ER+,FARSB_1,GARS_1,-0.0121748823442359
ER+,TAF9_1,ARHGDIA_1,-0.0121371410267212
ER+,EIF5B_1,VAMP8_1,0.012046174274012
ER+,TRA2B_1,PRDX1_1,0.0120395656697745
ER+,EIF3I_1,RAD23A_1,-0.0120105612124738
ER+,HSP90B1_1,PEX13_1,-0.0119476525224283
ER+,TRA2B_1,SOD1_1,0.0117317926420652
ER+,SNRPA_1,GARS_1,-0.0117074862143626
ER+,NOP56_1,TAF10_1,0.0116831386801224
ER+,ATP5E_1,PQBP1_1,-0.0116506319540329
ER+,UBE2D2_1,PDHA1_1,-0.011556298624845
ER+,SOD1_1,PEX13_1,-0.0115432721997189
ER+,EIF1_1,EIF6_1,-0.0114896293686611
ER+,HNRNPC_1,CHMP4B_1,0.0114818906041679
ER+,HNRNPK_1,MPV17L2_1,0.0113513303453263
ER+,COX4I1_1,COX7C_1,0.0113113897164319
ER+,HSP90B1_1,COX7A2L_1,-0.0112685145388463
ER+,FARSB_1,MPV17L2_1,-0.0111559143748045
ER+,HSP90B1_1,EIF1AX_1,-0.0111432255857915
ER+,PABPN1_1,TXNL4A_1,0.0110693153928941
ER+,UBE2D2_1,YWHAE_1,-0.0110578403419093
ER+,TAF9_1,TCOF1_1,0.0110240727496234
ER+,DKC1_1,TAF10_1,0.0108459338336334
ER+,NARS_1,ATP5E_1,-0.0108333274520961
ER+,HSP90B1_1,HNRNPA1_1,0.0108000039281556
ER+,NAPA_1,YWHAE_1,-0.0107772378932832
ER+,ATP5G2_1,PRPF31_1,-0.0107601536023383
ER+,TRA2B_1,MPV17L2_1,0.0107473831583026
ER+,ELK1_1,CNOT3_1,0.010617707668673
ER+,TUBA1B_1,RBMX_1,-0.0105603400523215
ER+,PQBP1_1,RAD23A_1,0.0105459493587901
ER+,ATP5J2_1,TAF10_1,0.0105082851375657
ER+,FUCA2_1,ATP5E_1,-0.0104739086492608
ER+,HNRNPC_1,UQCRB_1,-0.010460735628222
ER+,HSP90B1_1,PDHA1_1,-0.010449491671268
ER+,PDHA1_1,AP1S1_1,-0.0104404670626827
ER+,COX6B1_1,PABPN1_1,0.0104064827777839
ER+,COX7C_1,ECH1_1,0.0103717811169606
ER+,COX7A2L_1,DNASE2_1,-0.0103430867850712
ER+,SNRPA_1,ELK1_1,0.0101974999705356
ER+,U2AF1_1,VAMP8_1,-0.0101764307540543
ER+,PABPN1_1,HSPD1_1,0.010119370209041
ER+,HSP90B1_1,SNRPD2_1,0.0100995522899816
ER+,BUD31_1,DDX42_1,-0.0100400054907579
ER+,ATP5O_1,ATP5G3_1,0.0100364809170181
ER+,EIF1AX_1,YWHAE_1,-0.00993537256101814
ER+,QARS_1,DNASE2_1,-0.00984850221025632
ER+,UQCRC2_1,MPV17L2_1,-0.00980884005077902
ER+,COX7C_1,ATP5E_1,-0.00971824546211646
ER+,EIF1_1,MPV17L2_1,-0.00964280147616281
ER+,ATP5C1_1,AP1S1_1,-0.00961461056386574
ER+,FIS1_1,YWHAE_1,-0.00960412845755116
ER+,SNRPA_1,TAF10_1,0.00946430453628156
ER+,TRA2B_1,PDHA1_1,0.00945277293167958
ER+,SNRPA_1,COX7B_1,-0.00943239239765721
ER+,SNRPA_1,ARHGDIA_1,-0.00937126543053391
ER+,FUNDC1_1,TBL3_1,-0.00935943270937053
ER+,TAF9_1,SNRPB_1,0.00931030441978742
ER+,ARPC3_1,ATP5E_1,0.00929037211092901
ER+,ATP5G3_1,SNRPD3_1,-0.00925905293954907
ER+,ARPC5L_1,UQCRC2_1,-0.00924780719279827
ER+,SNRPA_1,EIF1AX_1,0.00911585482015268
ER+,GAPDH_1,PDHA1_1,-0.00906442795340391
ER+,EIF1AX_1,FIS1_1,-0.0090430856603887
ER+,GAPDH_1,SNRPA_1,0.00902134735253909
ER+,AP1S1_1,FIS1_1,-0.00887101377294136
ER+,FTL_1,SH3GL1_1,0.00887097049659543
ER+,TUBA1C_1,SDHC_1,-0.00877029804646919
ER+,TRA2B_1,FARSB_1,0.00874651991963064
ER+,YWHAE_1,TAF10_1,0.00866779411897105
ER+,PABPN1_1,EIF1AX_1,0.00855859799399035
ER+,TRA2B_1,WIPI2_1,0.00849174717545187
ER+,SNRPA_1,PEX13_1,0.00846803572152436
ER+,TAF9_1,ARF5_1,-0.00834292890767382
ER+,DNASE2_1,SH3GL1_1,-0.00826390472372978
ER+,HNRNPA1_1,PGK1_1,0.00825051120364862
ER+,EIF1_1,TOMM7_1,-0.00824159712685397
ER+,ATP5G2_1,CWC15_1,-0.00823907068453377
ER+,ARPC3_1,GARS_1,-0.00814278981235883
ER+,TRA2B_1,ATP5G2_1,-0.00811821042418799
ER+,UBE2D2_1,TRA2B_1,-0.00810706728701464
ER+,SNRPA_1,UQCRQ_1,0.00808268742331295
ER+,MPV17L2_1,CDC34_1,-0.0079742106897815
ER+,PABPN1_1,CWC15_1,0.00793100491970127
ER+,EXOSC2_1,DNASE2_1,-0.00784065997262162
ER+,PARP2_1,TRA2B_1,-0.00779646741550067
ER+,FTH1_1,RAD23A_1,-0.00777967325040071
ER+,PRDX5_1,GEMIN7_1,-0.00771373042396406
ER+,EIF3I_1,SH3GL1_1,-0.00767754360925561
ER+,COX4I1_1,VAMP8_1,-0.00763195946252446
ER+,MPV17L2_1,VAMP8_1,-0.00762952749470449
ER+,ATP5E_1,SDHB_1,-0.00759249776263535
ER+,SNRPA_1,TUBA1B_1,-0.00753451693307853
ER+,FTH1_1,FTL_1,-0.00752865985856369
ER+,COX7A2L_1,FUNDC1_1,-0.0074991839849101
ER+,HNRNPA1_1,DCP2_1,-0.00747666560590459
ER+,APEX1_1,WARS_1,0.00747507023966366
ER+,RNF7_1,STUB1_1,-0.00742421750648526
ER+,FIS1_1,RAD23A_1,0.00739045852137802
ER+,HSP90B1_1,CWC15_1,-0.00737159883192264
ER+,TXNL4A_1,UQCRC2_1,-0.00734347966377644
ER+,MPV17L2_1,PEX13_1,-0.00727155396464793
ER+,SNRPD1_1,ALDOA_1,-0.00727033069579997
ER+,EIF3CL_1,ARHGDIA_1,-0.00726260048886313
ER+,ALDOA_1,TRA2B_1,-0.00723128215130058
ER+,PDHA1_1,SOD1_1,-0.00721850161518206
ER+,TXNL4A_1,ATP5G2_1,-0.00717807000216855
ER+,HNRNPA1_1,UQCRH_1,0.0070957621627617
ER+,EIF6_1,RAD23A_1,0.0069990147133416
ER+,ATP5A1_1,SDHC_1,-0.00690261611192678
ER+,MPV17L2_1,CWC15_1,-0.0067976883615285
ER+,HSP90B1_1,EIF2S3_1,-0.0067920634165745
ER+,ALDOA_1,TCOF1_1,-0.00679145297700184
ER+,UQCRC2_1,EIF1AX_1,-0.00675935311336376
ER+,UQCRFS1_1,ATP5H_1,-0.00674658658578149
ER+,ALDOA_1,UQCRC1_1,-0.00672996663005617
ER+,EIF5B_1,ARPC3_1,-0.0067088932923756
ER+,ARPC5L_1,EIF2S3_1,-0.00670059102762034
